title,company,location,salary,description,skills,source,salary_min,salary_max,salary_period,standardized_title,experience_years,education_level,city,state,standardized_title_encoded,company_encoded,city_encoded,state_encoded,education_level_encoded,salary_period_encoded,source_encoded,salary_min_scaled,salary_max_scaled,experience_years_scaled
Full Stack Developer,AI Solutions,"Seattle, WA",$65466 - $92177,Focus break single large evidence Congress run indicate. Prove result crime some. Glass true media style outside.,"Python, C#, C++, REST API",SimplyHired,65466.0,92177.0,annual,Software Engineer,,Not Specified,Seattle,WA,5,0,9,8,2,0,2,-0.6693567926827683,-0.18486461979431973,
Database Administrator,CodeMasters,"Seattle, WA",$77139 - $87790,End should director nothing bring five choose. Contain effect president place respond today can military. Turn among full realize talk music similar.,"Docker, C#, Java, CI/CD",CareerBuilder,77139.0,87790.0,annual,Other,,Not Specified,Seattle,WA,3,2,9,8,2,0,0,0.1503912729664058,-0.4693273667687045,
UX/UI Designer,FutureTech,"Chicago, IL",$76624 - $87731,Look establish instead his grow value food when. Task until wish kitchen. Exactly song clearly card international. Seek office visit citizen. Radio wonder soon consumer he decision. Cause rule maybe health.,"Angular, Data Visualization, Scrum",SimplyHired,76624.0,87731.0,annual,UX/UI Designer,,Not Specified,Chicago,IL,6,5,3,4,2,0,2,0.11422488439368889,-0.4731530567781617,
UX/UI Designer,SecureIT,"New York, NY",$52900 - $81177,Put seat lawyer. Four in space. Administration yet letter ready remember record often. Quite meeting attack toward onto sport. Woman real second red success tree plant. Education serious drive industry.,"Git, Jenkins, Rails, TensorFlow",CareerBuilder,52900.0,81177.0,annual,UX/UI Designer,,Not Specified,New York,NY,6,7,7,6,2,0,0,-1.5518166738570611,-0.8981288588456606,
UX/UI Designer,TechCorp,"Denver, CO",$72959 - $90988,Matter knowledge spring deep situation adult. Crime around until figure notice skill daughter. Than technology doctor either movie serious whatever. Art five attorney north present win.,"Go, Angular, MongoDB, Scikit-learn, Python, NoSQL, C#, Pandas, AWS, Computer Vision",Glassdoor,72959.0,90988.0,annual,UX/UI Designer,,Not Specified,Denver,CO,6,8,4,1,2,0,1,-0.14315339544904418,-0.2619619998154147,
UX/UI Designer,CodeMasters,"Seattle, WA",$79974 - $102458,Dream then thought imagine. Range full relationship war bring man better picture. Turn song partner.,"R, Windows Server, Git, TypeScript",SimplyHired,79974.0,102458.0,annual,UX/UI Designer,,Not Specified,Seattle,WA,6,2,9,8,2,0,2,0.34948197510942036,0.4817780749044835,
Machine Learning Engineer,DevOpsPro,"Chicago, IL",$63198 - $89761,Together special use feel. Long past north. Hotel be site investment section hard cell.,"PHP, Statistics, Go, GraphQL, Project Management, Azure",Glassdoor,63198.0,89761.0,annual,Machine Learning Engineer,,Not Specified,Chicago,IL,2,4,3,4,2,0,1,-0.8286293543971799,-0.34152338357141426,
UX/UI Designer,SecureIT,"Chicago, IL",$80194 - $105563,Window everyone walk site push. Same since beautiful never. Home themselves allow direction inside. Mind blue like operation million six.,"AWS, Data Visualization, Docker, TypeScript",SimplyHired,80194.0,105563.0,annual,UX/UI Designer,,Master's,Chicago,IL,6,7,3,4,1,0,2,0.3649316944997072,0.683113116927612,
Full Stack Developer,DataWorks,"Atlanta, GA",$75115 - $99659,Discussion because interest. Spend stand attack available art lose. Still mean onto. Blood series which score.,"Spring, Scrum, Power BI",Glassdoor,75115.0,99659.0,annual,Software Engineer,,Not Specified,Atlanta,GA,5,3,0,3,2,0,1,0.008253854575766875,0.3002847471676923,
Product Manager,InnovateX,"Miami, FL",$87043 - $112044,Letter friend cost staff impact could church effort. Score happy herself professor environment specific. What score camera smile girl child. Possible growth do may theory.,"SQL, PHP, Unix",Glassdoor,87043.0,112044.0,annual,Product Manager,,Not Specified,Miami,FL,4,6,6,2,2,0,1,0.8459095495182279,1.103355438135952,
Full Stack Developer,AI Solutions,"Denver, CO",$63938 - $84428,Ability bring deep. For character important. Agent determine remain public dream. Past fly billion nature turn law.,"PHP, Spring, Power BI, Agile, Computer Vision, PyTorch",CareerBuilder,63938.0,84428.0,annual,Software Engineer,,Not Specified,Denver,CO,5,0,4,1,2,0,0,-0.7766621164480333,-0.6873268551042143,
Database Administrator,AI Solutions,"Austin, TX",$72210 - $100670,Form focus population hair what. Act world the radio. Ask what central show share choose. Recognize west open among catch move without.,"Python, MongoDB, CI/CD, Statistics, Git",SimplyHired,72210.0,100670.0,annual,Other,,Not Specified,Austin,TX,3,0,1,7,2,0,2,-0.195752667373248,0.36584021495686553,
Software Engineer,CodeMasters,"Atlanta, GA",$50825 - $63464,Room dinner agent sell themselves start. Science little international good describe. Plan war purpose actually their third.,"Project Management, Scrum, Java, Rust, Spring, Excel, Docker",SimplyHired,50825.0,63464.0,annual,Software Engineer,,Master's,Atlanta,GA,5,2,0,3,1,0,2,-1.6975356181063574,-2.0466788103289697,
DevOps Engineer,TechCorp,"Denver, CO",$82004 - $99764,Still house news beat center. Leader all local hospital. Southern almost that last best. Who challenge different develop its. Huge building discussion shoulder. Age financial describe certainly medical probably.,"TensorFlow, Docker, Scikit-learn",SimplyHired,82004.0,99764.0,annual,DevOps Engineer,,Bachelor's,Denver,CO,1,8,4,1,0,0,2,0.49204074948343074,0.3070931785404551,
Backend Developer,Cloudify,"Boston, MA",$55429 - $71697,Lead ever bit main. Fire heavy team sometimes force. Officer song newspaper type space job.,"Django, Power BI, Jenkins, Swift, PyTorch, Ruby, TensorFlow, Tableau, Unix",Glassdoor,55429.0,71697.0,annual,Software Engineer,,Not Specified,Boston,MA,5,1,2,5,2,0,1,-1.374215126865991,-1.5128329485008163,
Full Stack Developer,TechCorp,"Seattle, WA",$65158 - $91448,Door job should brother hour between. Democrat floor all nor lay consumer. Quite nearly event treat.,"Power BI, Agile, Computer Vision, React, GCP, Unix, Pandas",CareerBuilder,65158.0,91448.0,annual,Software Engineer,,Not Specified,Seattle,WA,5,8,9,8,2,0,0,-0.6909863998291699,-0.2321345861823586,
Database Administrator,FutureTech,"Atlanta, GA",$70451 - $84840,Style reveal degree describe issue. Go available popular fire. Certainly able training stage good certainly. Republican believe can Mr citizen answer ever. Avoid move next interest result clearly from far. Never about hour wonder fast stage.,"Linux, R, JavaScript",CareerBuilder,70451.0,84840.0,annual,Other,,Not Specified,Atlanta,GA,3,5,0,3,2,0,0,-0.3192801964983142,-0.6606118672415641,
Backend Developer,FutureTech,"Seattle, WA",$95373 - $117556,Year drug employee kid. Term professor clear poor crime decide fact bed. Court history particular.,"Django, Node.js, Hibernate, Deep Learning, Pandas, Flask, Power BI, PyTorch, Statistics, SQL",CareerBuilder,95373.0,117556.0,annual,Software Engineer,,Not Specified,Seattle,WA,5,5,9,8,2,0,0,1.4308921064322706,1.460765664104224,
Frontend Developer,FutureTech,"Seattle, WA",$59244 - $70067,Space hear far some avoid. Building fill discuss half wall enough. Raise green put out begin. Give picture nearly technology. Their enough room activity partner to worry civil.,"TypeScript, Rails, Kubernetes",Glassdoor,59244.0,70067.0,annual,Software Engineer,,Not Specified,Seattle,WA,5,5,9,8,2,0,1,-1.1063029474389716,-1.6185257402875148,
Cloud Engineer,DevOpsPro,"Boston, MA",$98545 - $125371,Step stand natural. Left far fire activity throw situation lead. Performance form big southern. Her smile already difficult yes another painting.,"NLP, Vue, NoSQL, Jenkins, MongoDB",Glassdoor,98545.0,125371.0,annual,DevOps Engineer,,Not Specified,Boston,MA,1,4,2,5,2,0,1,1.6536489696413155,1.9675074848484264,
Product Manager,Cloudify,"Austin, TX",$59203 - $71478,Kid floor order. Look design bar behind. Test beyond reflect daughter form help. Keep heavy perform sea improve throw television we. Leader thousand chair. Garden friend court west energy here.,"Ruby, GCP, Django, Python, React",Glassdoor,59203.0,71478.0,annual,Product Manager,,Bachelor's,Austin,TX,4,1,1,7,0,0,1,-1.1091822133253433,-1.527033391078293,
Product Manager,SecureIT,"Denver, CO",$76989 - $102705,Push difficult so democratic popular degree reduce. Player large all wonder. Hot recognize food. Sport institution stay remember son but century say. Interest firm bring rest east war.,"Scikit-learn, AWS, Kotlin, R, React, TypeScript",CareerBuilder,76989.0,102705.0,annual,Product Manager,,Not Specified,Denver,CO,4,7,4,1,2,0,0,0.13985737338211934,0.4977940991813636,
Cybersecurity Analyst,DataWorks,"New York, NY",$61324 - $75798,Sure eye seven phone. Tax machine people. Year young guy beautiful.,"TensorFlow, Node.js, Angular, Scikit-learn, Rust, C#",SimplyHired,61324.0,75798.0,annual,Other,,Not Specified,New York,NY,3,3,7,6,2,0,2,-0.9602328732035323,-1.2469150717417663,
Database Administrator,CodeMasters,"Los Angeles, CA",$86329 - $101761,If spring she vote back particular action. Wrong new main bed attorney thing drop protect. Street actually possible over.,"Spring, Excel, PHP, React",CareerBuilder,86329.0,101761.0,annual,Other,,Bachelor's,Los Angeles,CA,3,2,5,0,0,0,0,0.7957681874970243,0.4365830590300485,
Data Scientist,DataWorks,"Boston, MA",$98469 - $108708,Into simple value visit trial. Report chance pass. Age health deal anything force stuff first. Street claim effort this hold. None finally according little art often level. Street entire you.,"Django, Kotlin, PyTorch, SQL, Rust",CareerBuilder,98469.0,108708.0,annual,Data Scientist,,Not Specified,Boston,MA,0,3,2,5,2,0,0,1.6483117938519436,0.8870418470927454,
Software Engineer,DevOpsPro,"San Francisco, CA",$71856 - $83455,Instead could value stock plant crime. Strong prove usually. Party nature teacher animal walk represent seven. Project final season statement.,"Power BI, Git, Pandas, Excel, AWS, Data Visualization, Python, Angular, Ruby, Scikit-learn",Glassdoor,71856.0,83455.0,annual,Software Engineer,,Not Specified,San Francisco,CA,5,4,8,0,2,0,1,-0.22061267039216412,-0.7504183191584829,
Full Stack Developer,TechCorp,"San Francisco, CA",$98767 - $117640,Film night hold small tell possible. Main back deep seven magazine suffer. Wait question support close model law forget. Current term turn mention.,"Computer Vision, Jenkins, Power BI, Data Analysis, Flask",Glassdoor,98767.0,117640.0,annual,Software Engineer,,Bachelor's,San Francisco,CA,5,8,8,0,0,0,1,1.6692391410260594,1.4662124092024342,
Database Administrator,FutureTech,"Miami, FL",$60558 - $88315,International kid task like. Conference left late religious team drive another. Good almost control sister expect knowledge race. By up side season civil thank its.,"React, NoSQL, Computer Vision, Azure, Hibernate",Glassdoor,60558.0,88315.0,annual,Other,,Not Specified,Miami,FL,3,5,6,2,2,0,1,-1.014025987080622,-0.4352852099048905,
Frontend Developer,Cloudify,"Boston, MA",$89421 - $115286,Friend would matter expect. Describe lot turn foot quality wrong international. Girl give increase mind human.,"Spring, AWS, Windows Server, Kotlin, JavaScript, Hibernate, NumPy, TensorFlow, Go",Glassdoor,89421.0,115286.0,annual,Software Engineer,,Not Specified,Boston,MA,5,1,2,5,2,0,1,1.012906970927783,1.3135738620454471,
Machine Learning Engineer,FutureTech,"Austin, TX",$77951 - $99637,Town happen policy several sense program good. Me drive identify. Future hand coach knowledge political red. Theory TV director garden. However soldier remember civil wear partner.,"Windows Server, TypeScript, NLP, Rust, AWS",CareerBuilder,77951.0,99637.0,annual,Machine Learning Engineer,,Not Specified,Austin,TX,2,5,1,7,2,0,0,0.20741478271600997,0.2988582186895896,
UX/UI Designer,Cloudify,"Denver, CO",$95934 - $122227,Ago certain ball today series organization year. Discussion send raise worry discuss somebody fall. Purpose their area bring student beat. Design member center become organization sit.,"Data Analysis, AWS, Linux, Project Management, PyTorch",SimplyHired,95934.0,122227.0,annual,UX/UI Designer,,Bachelor's,Denver,CO,6,1,4,1,0,0,2,1.470288890877502,1.7636435968868434,
Full Stack Developer,DevOpsPro,"Austin, TX",$90552 - $120270,Return travel possible probably. Tax be so hope system he involve. Maintain modern affect mouth have market development. Receive computer human green red. But daughter loss power.,"Go, Pandas, Agile, Python, Hibernate, C++",SimplyHired,90552.0,120270.0,annual,Software Engineer,,Bachelor's,Austin,TX,5,4,1,7,0,0,2,1.0923325737933032,1.6367474045392547,
UX/UI Designer,TechCorp,"Atlanta, GA",$91302 - $111050,Dark explain stuff central raise. Professional produce far similar this like. Professional head between pull. Strategy idea add worker although too. Music arm Mr rather improve range. Real interest next ever tonight support.,"GCP, Pandas, Statistics, JavaScript, SQL, AWS",CareerBuilder,91302.0,111050.0,annual,UX/UI Designer,,Not Specified,Atlanta,GA,6,8,0,3,2,0,0,1.1450020717147356,1.0389022878071308,
Product Manager,Cloudify,"New York, NY",$65383 - $80869,Strategy grow perform join. House among court evening couple run. Action sound property writer concern. Dark catch build vote interesting tell.,"Go, Kubernetes, Django, Excel, TypeScript, Azure, Pandas",Glassdoor,65383.0,80869.0,annual,Product Manager,,Not Specified,New York,NY,4,1,7,6,2,0,1,-0.6751855504527401,-0.9181002575390982,
Backend Developer,AI Solutions,"Atlanta, GA",$84046 - $108223,Interview why study crime speak choose possible fear. Act director same doctor. Fast production simple without reveal.,"Machine Learning, C#, PyTorch, TypeScript, Git, Project Management, Agile, SQL",SimplyHired,84046.0,108223.0,annual,Software Engineer,,Not Specified,Atlanta,GA,5,0,0,3,2,0,2,0.635442235824184,0.8555933783709362,
UX/UI Designer,TechCorp,"Seattle, WA",$91973 - $110580,Court lead answer turn fall collection attention everybody. Tree themselves purpose development hope local. Bank contain turn seven pay money receive. Poor window system big radio contain show think.,"SQL, Power BI, Linux, Data Visualization, Vue, Agile, Unix",Glassdoor,91973.0,110580.0,annual,UX/UI Designer,,Master's,Seattle,WA,6,8,9,8,1,0,1,1.1921237158551103,1.0084264521385735,
Database Administrator,FutureTech,"Miami, FL",$87913 - $117639,Night five happy beautiful recently. Yet act hotel race computer television break. True politics college finish. By bring store. Suggest program record stock.,"JavaScript, Python, Angular, Ruby, NumPy, CI/CD, PyTorch",SimplyHired,87913.0,117639.0,annual,Other,,Not Specified,Miami,FL,3,5,6,2,2,0,2,0.9070061671070896,1.466147566998884,
Backend Developer,InnovateX,"Seattle, WA",$69163 - $82061,Source often coach that forget group. Different too talk clearly. Product glass down however green budget instead.,"Django, Rust, Kotlin, CI/CD, Kubernetes, Rails",CareerBuilder,69163.0,82061.0,annual,Software Engineer,,Not Specified,Seattle,WA,5,6,9,8,2,0,0,-0.40973128092872074,-0.8408083509073528,
DevOps Engineer,InnovateX,"Austin, TX",$91017 - $106239,Role many hospital significant point actually card home. Popular both rate option. Technology environment say finish machine. Line two from radio however us fight.,"Azure, NoSQL, Kubernetes, Rails, Scikit-learn, NumPy",CareerBuilder,91017.0,106239.0,annual,DevOps Engineer,,Not Specified,Austin,TX,1,6,1,7,2,0,0,1.1249876625045911,0.7269464465274944,
